sku,product_name,category,quantity,unit_price,sold_at
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-03T17:05:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,2,20,2026-05-03T18:55:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-03T19:24:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-03T20:29:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-03T21:53:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-03T07:10:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-03T08:22:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,2,60,2026-05-03T09:42:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-03T18:44:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-03T19:41:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,1,45,2026-05-03T12:38:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,6,45,2026-05-03T18:10:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,5,80,2026-05-03T12:46:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,2,80,2026-05-03T18:10:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,4,299,2026-05-04T07:24:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,3,299,2026-05-04T08:59:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-04T09:44:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,5,299,2026-05-04T17:14:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-04T18:20:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-04T10:14:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-04T11:51:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-04T12:25:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-04T13:04:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-04T14:58:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-04T15:56:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-04T16:20:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-04T17:41:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-04T18:25:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-04T19:29:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-04T20:16:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-04T10:15:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-04T11:35:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-04T12:16:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-04T13:37:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-04T14:57:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-04T15:25:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-04T16:14:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-04T17:32:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-04T18:05:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-04T19:55:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-04T20:09:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-04T11:10:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-04T12:27:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-04T13:04:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-04T17:24:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-04T18:29:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-04T19:16:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-04T20:55:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-04T21:43:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-04T11:07:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-04T12:56:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-04T13:48:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-04T17:49:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-04T18:21:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-04T19:18:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-04T20:10:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-04T21:00:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-04T07:56:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-04T08:16:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,5,60,2026-05-04T09:48:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,2,60,2026-05-04T18:32:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-04T19:55:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,6,45,2026-05-04T12:19:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,6,45,2026-05-04T18:32:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,5,80,2026-05-04T12:12:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,2,80,2026-05-04T18:23:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,2,299,2026-05-05T07:34:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,5,299,2026-05-05T08:58:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-05T09:38:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,3,299,2026-05-05T17:31:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-05T18:07:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-05T10:56:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-05T11:15:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-05T12:15:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-05T13:05:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-05T14:46:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-05T15:52:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-05T16:48:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-05T17:49:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-05T18:08:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-05T19:30:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-05T20:10:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-05T10:33:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-05T11:27:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-05T12:59:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-05T13:48:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-05T14:44:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-05T15:45:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-05T16:25:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-05T17:41:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-05T18:28:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-05T19:28:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-05T20:15:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-05T11:04:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-05T12:01:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-05T13:35:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-05T17:37:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-05T18:00:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-05T19:45:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-05T20:03:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-05T21:04:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-05T11:55:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-05T12:04:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-05T13:15:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-05T17:42:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-05T18:13:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-05T19:08:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-05T20:59:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-05T21:36:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,4,60,2026-05-05T07:15:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,4,60,2026-05-05T08:51:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,4,60,2026-05-05T09:12:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-05T18:06:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-05T19:27:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,3,45,2026-05-05T12:27:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,4,45,2026-05-05T18:29:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,6,80,2026-05-05T12:03:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,6,80,2026-05-05T18:41:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-06T07:06:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-06T08:25:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-06T09:21:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-06T17:15:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,2,299,2026-05-06T18:12:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-06T10:28:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-06T11:27:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-06T12:17:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-06T13:15:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-06T14:28:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-06T15:06:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-06T16:41:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-06T17:53:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-06T18:05:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-06T19:10:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-06T20:31:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-06T10:13:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-06T11:57:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-06T12:10:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-06T13:00:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-06T14:16:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-06T15:18:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-06T16:44:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-06T17:50:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-06T18:42:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-06T19:31:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-06T20:12:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-06T11:13:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-06T12:37:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-06T13:34:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-06T17:47:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-06T18:03:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-06T19:37:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-06T20:32:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-06T21:10:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-06T11:32:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-06T12:54:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,2,20,2026-05-06T13:04:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-06T17:04:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-06T18:55:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,2,20,2026-05-06T19:25:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-06T20:56:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-06T21:15:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,5,60,2026-05-06T07:38:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-06T08:39:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-06T09:26:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-06T18:37:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,5,60,2026-05-06T19:33:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,3,45,2026-05-06T12:59:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,3,45,2026-05-06T18:13:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,6,80,2026-05-06T12:45:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,3,80,2026-05-06T18:15:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,3,299,2026-05-07T07:25:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,2,299,2026-05-07T08:42:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-07T09:19:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,4,299,2026-05-07T17:20:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-07T18:00:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-07T10:39:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-07T11:06:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-07T12:34:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-07T13:32:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-07T14:08:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-07T15:56:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-07T16:56:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-07T17:23:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-07T18:10:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-07T19:53:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-07T20:45:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-07T10:39:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-07T11:33:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-07T12:42:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-07T13:19:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-07T14:06:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-07T15:16:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-07T16:56:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-07T17:47:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-07T18:09:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-07T19:18:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-07T20:13:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-07T11:21:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-07T12:43:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-07T13:54:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-07T17:32:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-07T18:16:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-07T19:05:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-07T20:27:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-07T21:02:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-07T11:21:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,2,20,2026-05-07T12:40:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-07T13:10:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-07T17:28:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-07T18:45:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-07T19:35:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-07T20:07:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-07T21:56:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-07T07:57:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,2,60,2026-05-07T08:34:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-07T09:53:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-07T18:37:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,5,60,2026-05-07T19:09:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,4,45,2026-05-07T12:08:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,1,45,2026-05-07T18:19:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,3,80,2026-05-07T12:57:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,1,80,2026-05-07T18:57:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,3,299,2026-05-08T07:13:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-08T08:15:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-08T09:06:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,3,299,2026-05-08T17:49:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,5,299,2026-05-08T18:56:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-08T10:39:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-08T11:09:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-08T12:55:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-08T13:51:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-08T14:56:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-08T15:01:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-08T16:47:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-08T17:50:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-08T18:51:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-08T19:55:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-08T20:51:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-08T10:17:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-08T11:50:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-08T12:06:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-08T13:55:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-08T14:54:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-08T15:14:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-08T16:52:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-08T17:22:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-08T18:52:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-08T19:14:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-08T20:42:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-08T11:25:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-08T12:17:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-08T13:49:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-08T17:22:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-08T18:32:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-08T19:43:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-08T20:21:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-08T21:07:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-08T11:11:00+00:00
